Date,Store ID,Product ID,Units Sold,Price,Discount,Competitor Pricing,Inventory Level
2024-02-03,S001,P0001,107,10.696657272029379,0.4571000435945993,11.612753821193003,143
2024-02-04,S001,P0001,93,13.022086896389087,0.34990985419187237,14.243348974623373,111
2024-02-05,S001,P0001,103,12.699205456508366,1.9643366866588712,10.683106657210145,118
2024-02-06,S001,P0001,107,11.015306123673847,1.0332717825420286,13.544554984550594,125
2024-02-07,S001,P0001,98,14.714267852789906,0.521658349660818,12.764099884539538,65
2024-02-08,S001,P0001,91,12.99432733244268,1.9925073995158487,11.482550718238993,139
2024-02-09,S001,P0001,109,13.473924665198522,1.9308387025775873,12.098904282231382,139
2024-02-10,S001,P0001,104,14.402339195076289,1.1165869072141952,11.28103471797229,97
2024-02-11,S001,P0001,96,13.121770240668965,1.7652726863786794,13.057568554328402,134
2024-02-12,S001,P0001,101,11.47816842918857,0.37741421668275876,10.407970902001201,88
2024-02-13,S001,P0001,97,10.527471299151353,0.5577427051843638,10.025924313869934,149
2024-02-14,S001,P0001,104,12.282672852414551,1.4007156599455426,13.13947207474318,82
2024-02-15,S001,P0001,92,11.092202186084169,1.6933222844766118,10.971369767560212,143
2024-02-16,S001,P0001,103,12.082549739351832,1.712648583756185,10.354704584999638,72
2024-02-17,S001,P0001,106,14.41640129459434,0.8090162542443802,11.983919136069442,59
2024-02-18,S001,P0001,93,11.62172510502637,1.7755401975219196,10.253842655196985,118
2024-02-19,S001,P0001,107,10.610439773503368,1.7018568975350254,14.4330857447533,149
2024-02-20,S001,P0001,97,11.781489190384875,1.871269988441895,10.138083859368523,83
2024-02-21,S001,P0001,93,14.53414220772877,1.5706813022278872,12.894324477537793,101
2024-02-22,S001,P0001,91,11.360661246923176,1.3379765094284573,12.192370615090436,144
2024-02-23,S001,P0001,95,13.238450602706813,1.1613732428729093,13.360130676475997,59
2024-02-24,S001,P0001,99,10.00260188497658,0.7445655331234862,11.64076333737366,68
2024-02-25,S001,P0001,93,11.762844281670844,1.8802668849155568,10.77520808363872,107
2024-02-26,S001,P0001,107,11.523906290790144,1.9473276735106346,14.909204441552657,145
2024-02-27,S001,P0001,101,10.823279265714708,0.5678419494749314,14.194667510346816,50
2024-02-28,S001,P0001,91,12.67044709687721,0.6107277206887869,14.302023091558375,118
2024-02-29,S001,P0001,99,12.424149856794916,0.9712275071724532,11.25125680257932,53
2024-03-01,S001,P0001,93,13.462180164451352,0.8968482859724947,10.194173672147116,65
2024-03-02,S001,P0001,103,11.347061668992607,1.9889149252216414,11.516327573366114,73
2024-03-03,S001,P0001,105,11.220627611238871,0.35185050535469076,12.685412135983277,129
2024-03-04,S001,P0001,104,10.841455210864654,0.036150727231041735,11.633256208980205,51
2024-03-05,S001,P0001,97,11.093821097865352,0.9877874303668692,14.139345018937943,141
2024-03-06,S001,P0001,103,12.790510010086706,0.3576454184426576,11.35771457909871,81
2024-03-07,S001,P0001,97,12.019180855290204,0.7329375691657198,14.826259151953849,140
2024-03-08,S001,P0001,105,10.324461235544907,1.4883410461131246,12.286325808068643,133
2024-03-09,S001,P0001,102,11.269577069671723,1.4418798485042585,14.210115375059907,73
2024-03-10,S001,P0001,107,11.234380314193006,0.6161215837047784,10.971900169974365,61
2024-03-11,S001,P0001,104,13.481521364198942,1.0850804611097986,12.056769525283393,99
2024-03-12,S001,P0001,102,13.56135294962221,1.01762815367752,13.49756105383597,84
2024-03-13,S001,P0001,98,10.740434649767,1.2726652363717907,10.691765462089007,82
2024-03-14,S001,P0001,104,14.98870242524471,0.5009236372111683,10.663727111214849,82
2024-03-15,S001,P0001,102,11.333905071376424,1.1797416951210877,14.847684335570795,110
2024-03-16,S001,P0001,90,14.883074779163264,1.957785716550018,13.57297552089976,100
2024-03-17,S001,P0001,96,12.055185066591157,0.9734843059189102,10.205337583839379,92
2024-03-18,S001,P0001,98,10.165253664502742,1.812197575437108,11.994104507223973,61
2024-03-19,S001,P0001,90,11.725356240133415,0.8687887310208573,12.16760368790371,116
2024-03-20,S001,P0001,101,13.17175672350682,0.7001568153893514,13.720213214995578,114
